time,value,delta
1666488424,76,83040
1666488427,76,82997
1666488428,76,82951
1666488435,76,82912
1666488457,76,82887
1666488487,80,82871
1666488517,80,82854
1666488547,80,82838
1666488577,84,82821
1666488599,84,82797
1666488607,84,82759
1666488637,84,82742
1666488640,84,82699
1666488665,84,82677
1666488666,84,82632
1666488674,100,82593
1666488678,100,82551
1666488698,100,82524
1666488700,100,82480
1666488737,96,82470
1666488738,96,82425
1666488739,96,82379
1666488748,96,82342
1666488751,96,82298
1666488752,96,82253
1666488763,100,82217
1666488769,100,82177
1666488783,100,82144
1666488785,100,82100
1666488786,100,82054
1666488796,76,82018
1666488798,76,81973
1666488806,76,81935
1666488808,76,81890
1666488831,73,81867
1666488833,73,81822
1666488844,73,81787
1666488845,73,81741
1666488887,73,81737
1666488889,73,81692
1666488893,73,81650
1666488897,73,81607
1666488901,73,81565
1666488918,73,81535
1666488929,73,81500
1666488931,73,81455
1666488938,73,81416
1666488940,73,81371
1666488943,73,81328
1666488946,73,81285
1666488947,73,81239
1666488952,73,81198
1666488954,73,81153
1666488958,73,81111
1666488960,73,81066
1666488961,73,81021
1666488991,73,81004
1666489005,73,80972
1666489006,73,80926
1666489026,76,80900
1666489027,76,80854
1666489041,65,80822
1666489046,65,80780
1666489047,65,80735
1666489050,65,80691
1666489053,65,80648
1666489062,65,80610
1666489065,65,80567
1666489068,65,80523
1666489075,57,80484
1666489077,57,80439
1666489085,57,80401
1666489089,57,80358
1666489109,57,80332
1666489119,73,80295
1666489120,73,80250
1666489125,73,80208
1666489132,73,80169
1666489141,73,80131
1666489142,73,80086
1666489146,73,80043
1666489148,73,79999
1666489149,73,79953
1666489165,73,79923
1666489166,73,79877
1666489169,73,79834
1666489177,73,79795
1666489179,73,79751
1666489188,73,79714
1666489189,73,79668
1666489191,73,79624
1666489196,73,79582
1666489197,73,79537
1666489209,73,79502
1666489224,73,79471
1666489229,84,79429
1666489231,84,79385
1666489232,84,79339
1666489234,84,79295
1666489239,84,79253
1666489241,84,79209
1666489246,84,79167
1666489247,84,79122
1666489249,84,79077
1666489251,84,79033
1666489255,84,78990
1666489256,84,78945
1666489261,88,78903
1666489267,88,78863
1666489274,88,78823
1666489278,88,78781
1666489279,88,78735
1666489285,88,78695
1666489290,84,78653
1666489291,84,78608
1666489309,84,78579
1666489319,84,78543
1666489320,76,78497
1666489345,76,78476
1666489350,76,78434
1666489359,76,78397
1666489360,76,78351
1666489379,76,78324
1666489380,76,78278
1666489385,69,78237
1666489401,69,78206
1666489402,69,78161
1666489408,69,78121
1666489409,69,78075
1666489410,69,78030
1666489416,69,77989
1666489420,69,77947
1666489423,69,77903
1666489426,69,77860
1666489440,69,77827
1666489449,69,77790
1666489453,73,77747
1666489456,73,77704
1666489459,73,77660
1666489460,73,77615
1666489465,73,77573
1666489467,73,77529
1666489470,73,77485
1666489492,73,77461
1666489494,73,77416
1666489499,73,77375
1666489500,73,77329
1666489524,73,77307
1666489525,73,77261
1666489529,73,77219
1666489530,73,77173
1666489534,73,77131
1666489538,69,77088
1666489541,69,77045
1666489544,69,77001
1666489545,69,76956
1666489558,69,76922
1666489560,69,76878
1666489560,69,76831
1666489577,84,76802
1666489579,84,76757
1666489590,84,76722
1666489619,84,76704
1666489620,76,76659
1666489650,84,76642
1666489670,88,76616
1666489682,88,76582
1666489683,88,76536
1666489687,88,76494
1666489694,88,76454
1666489715,88,76429
1666489716,88,76383
1666489720,88,76341
1666489721,88,76295
1666489728,76,76256
1666489753,76,76234
1666489755,76,76190
1666489770,88,76158
1666489772,88,76114
1666489788,96,76083
1666489789,96,76038
1666489790,96,75992
1666489798,96,75954
1666489801,96,75910
1666489813,96,75876
1666489815,96,75831
1666489854,88,75824
1666489872,88,75795
1666489876,88,75753
1666489881,92,75711
1666489883,92,75667
1666489960,92,75697
1666489961,76,75652
1666489962,76,75606
1666490131,76,75729
1666490143,88,75694
1666490302,88,75807
1666490323,73,75781
1666490419,100,75831
1666490421,100,75786
1666490424,100,75743
1666490431,100,75703
1666490442,73,75668
1666490443,73,75622
1666490472,73,75605
1666490521,84,75608
1666490522,84,75562
1666490642,84,75636
1666490703,69,75650
1666490812,69,75713
1666490841,92,75695
1666490847,100,75655
1666490849,100,75610
1666490854,100,75569
1666490864,100,75532
1666490866,100,75488
1666490912,100,75487
1666490913,100,75442
1666490953,88,75435
1666490954,88,75390
1666490960,88,75349
1666490964,88,75307
1666490966,88,75262
1666490968,88,75218
1666490977,92,75180
1666490979,92,75136
1666490982,92,75092
1666491080,92,75144
1666491082,92,75099
1666491128,92,75099
1666491129,92,75053
1666491136,92,75014
1666491140,92,74971
1666491141,92,74926
1666491142,92,74880
1666491152,92,74844
1666491152,92,74797
1666491153,92,74752
1666491158,88,74710
1666491160,88,74666
1666491163,88,74622
1666491165,88,74578
1666491184,88,74550
1666491208,76,74528
1666491209,76,74483
1666491216,76,74443
1666491220,80,74401
1666491238,80,74372
1666491265,80,74353
1666491266,80,74307
1666491319,92,74314
1666491321,92,74269
1666491322,92,74224
1666491343,88,74198
1666491345,88,74154
1666491355,88,74117
1666491357,88,74073
1666491358,88,74027
1666491361,88,73984
1666491369,88,73945
1666491378,80,73908
1666491418,76,73901
1666491420,76,73857
1666491428,76,73818
1666491432,76,73776
1666491474,65,73771
1666491477,65,73728
1666491481,65,73685
1666491489,65,73647
1666491492,65,73603
1666491508,57,73573
1666491510,57,73528
1666491525,57,73497
1666491527,80,73452
1666491534,80,73413
1666491539,80,73371
1666491547,80,73333
1666491551,80,73290
1666491560,84,73253
1666491563,84,73209
1666491579,84,73179
1666491583,84,73136
1666491586,84,73093
1666491602,88,73063
1666491606,88,73020
1666491632,76,73000
1666491633,76,72954
1666491663,76,72938
1666491663,69,72891
1666491675,69,72857
1666491680,69,72815
1666491683,69,72772
1666491688,69,72730
1666491693,69,72689
1666491717,69,72666
1666491719,69,72622
1666491723,69,72579
1666491739,69,72549
1666491748,69,72511
1666491749,69,72466
1666491764,69,72434
1666491766,69,72390
1666491789,76,72366
1666491790,76,72321
1666491804,76,72288
1666491834,76,72272
1666491970,69,72361
1666492004,69,72349
1666492151,73,72449
1666492173,73,72425
1666492331,65,72536
1666492343,65,72502
1666492511,80,72623
1666492513,80,72579
1666492684,80,72703
1666492691,76,72664
1666492854,76,72780
1666492871,76,72751
1666493024,76,72857
1666493051,76,72838
1666493194,76,72934
1666493231,76,72925
1666493364,76,73012
1666493411,80,73012
1666493534,80,73089
1666493591,80,73099
1666493704,80,73166
1666493771,80,73186
1666493874,80,73243
1666493951,80,73273
1666494045,80,73321
1666494131,76,73360
1666494215,76,73398
1666494311,76,73447
1666494384,76,73474
1666494491,76,73534
1666494555,76,73552
1666494671,76,73621
1666494725,76,73629
1666494852,76,73709
1666494894,76,73705
1666495032,76,73796
1666495064,76,73782
1666495212,76,73883
1666495235,76,73860
1666495392,76,73970
1666495405,76,73937
1666495572,76,74057
1666495575,76,74014
1666495745,76,74137
1666495752,76,74098
1666495915,76,74214
1666495932,76,74185
1666496085,76,74291
1666496112,76,74272
1666496255,76,74368
1666496292,73,74359
1666496426,73,74446
1666496472,73,74446
1666496596,73,74523
1666496652,73,74533
1666496766,73,74601
1666496832,73,74620
1666496935,73,74677
1666497012,73,74707
1666497105,73,74754
1666497192,73,74794
1666497275,73,74831
1666497373,73,74882
1666497445,73,74908
1666497553,73,74969
1666497617,73,74987
1666497733,73,75056
1666497786,73,75063
1666497913,73,75143
1666497956,73,75140
1666498093,73,75230
1666498126,73,75217
1666498273,73,75317
1666498296,73,75294
1666498453,73,75404
1666498466,73,75371
1666498633,73,75491
1666498636,73,75448
1666498807,73,75572
1666498813,73,75532
1666498977,73,75649
1666498993,73,75619
1666499146,73,75725
1666499173,73,75706
1666499317,73,75803
1666499353,73,75793
1666499487,73,75880
1666499533,73,75880
1666499656,73,75956
1666499713,73,75967
1666499826,73,76033
1666499893,73,76054
1666499997,73,76111
1666500073,73,76141
1666500167,73,76189
1666500254,73,76229
1666500337,73,76266
1666500434,73,76316
1666500507,73,76343
1666500614,73,76403
1666500677,73,76420
1666500794,73,76490
1666500847,73,76497
1666500974,73,76577
1666501017,73,76574
1666501154,73,76664
1666501188,73,76652
1666501334,73,76751
1666501358,73,76729
1666501514,73,76838
1666501528,73,76806
1666501694,73,76925
1666501698,73,76883
1666501867,73,77005
1666501874,73,76966
1666502037,73,77082
1666502054,73,77053
1666502207,73,77159
1666502234,73,77140
1666502378,73,77237
1666502414,73,77227
1666502548,73,77314
1666502594,73,77314
1666502718,73,77391
1666502774,73,77401
1666502888,73,77468
1666502955,73,77489
1666503058,73,77545
1666503135,73,77576
1666503228,73,77622
1666503315,73,77663
1666503398,73,77700
1666503495,73,77750
1666503568,73,77777
1666503675,73,77837
1666503739,73,77855
1666503855,73,77924
1666503909,73,77932
1666504035,73,78011
1666504079,73,78009
1666504215,73,78098
1666504249,73,78086
1666504395,73,78185
1666504419,73,78163
1666504575,73,78272
1666504589,73,78240
1666504755,73,78359
1666504759,73,78317
1666504929,73,78440
1666504935,76,78400
1666505099,76,78517
1666505115,76,78487
1666505269,76,78594
1666505295,76,78574
1666505439,76,78671
1666505476,76,78662
1666505609,76,78748
1666505656,76,78749
1666505779,76,78825
1666505836,76,78836
1666505949,76,78902
1666506016,76,78923
1666506120,76,78980
1666506196,76,79010
1666506289,76,79056
1666506376,76,79097
1666506459,76,79133
1666506556,76,79184
1666506629,76,79210
1666506736,76,79271
1666506799,76,79288
1666506916,76,79358
1666506969,76,79365
1666507096,76,79445
1666507140,76,79443
1666507276,76,79532
1666507311,76,79521
1666507456,76,79619
1666507480,76,79597
1666507636,76,79706
1666507650,76,79674
1666507816,76,79793
1666507820,76,79751
1666507990,76,79874
1666507996,76,79834
1666508160,76,79951
1666508177,76,79922
1666508330,76,80028
1666508357,76,80009
1666508501,76,80106
1666508537,76,80096
1666508671,76,80183
1666508717,76,80183
1666508840,76,80259
1666508897,76,80270
1666509010,76,80336
1666509077,76,80357
1666509180,76,80413
1666509257,76,80444
1666509350,76,80490
1666509437,76,80531
1666509520,76,80567
1666509617,76,80618
1666509691,76,80645
1666509797,76,80705
1666509861,76,80722
1666509977,76,80792
1666510031,76,80799
1666510157,76,80879
1666510201,76,80877
1666510337,76,80966
1666510371,76,80954
1666510517,76,81053
1666510541,76,81031
1666510697,76,81140
1666510711,76,81108
1666510877,76,81227
1666510881,76,81185
1666511052,76,81309
1666511058,76,81269
1666511222,76,81386
1666511238,76,81356
1666511301,76,81372
1666511302,76,81327
1666511304,76,81282
1666511319,76,81251
1666511364,69,81249
1666511366,69,81205
1666511391,69,81183
1666511396,69,81142
1666511426,69,81125
1666511456,69,81109
1666511465,69,81071
1666511477,69,81037
1666511479,69,80992
1666511502,76,80969
1666511503,76,80923
1666511534,80,80908
1666511561,80,80888
1666511564,80,80845
1666511583,80,80817
1666511594,80,80782
1666511624,80,80765
1666511654,80,80749
1666511684,80,80732
1666511712,80,80714
1666511714,80,80669
1666511731,80,80640
1666511744,80,80607
1666511774,80,80590
1666511804,80,80574
1666511834,80,80557
1666511864,80,80541
1666511894,80,80524
1666511901,80,80485
1666511924,80,80461
1666511954,80,80445
1666511958,69,80402
1666511963,69,80361
1666511988,69,80339
1666512000,69,80305
1666512016,69,80274
1666512017,69,80229
1666512019,69,80184
1666512022,69,80141
1666512023,69,80095
1666512049,69,80075
1666512056,69,80035
1666512058,69,79991
1666512071,69,79957
1666512072,69,79912
1666512073,69,79866
1666512096,73,79843
1666512098,73,79798
1666512121,84,79775
1666512122,84,79729
1666512126,84,79687
1666512127,84,79641
1666512134,84,79602
1666512134,84,79555
1666512149,100,79524
1666512151,100,79479
1666512231,88,79513
1666512233,73,79468
1666512250,73,79439
1666512253,73,79395
1666512258,73,79354
1666512262,73,79312
1666512273,100,79276
1666512274,100,79231
1666512285,100,79195
1666512286,100,79150
1666512302,61,79119
1666512304,61,79075
1666512306,61,79030
1666512313,61,78991
1666512315,61,78946
1666512320,61,78905
1666512326,65,78864
1666512327,65,78819
1666512340,65,78785
1666512341,65,78740
1666512366,84,78718
1666512368,84,78674
1666512384,84,78643
1666512395,73,78608
1666512397,73,78563
1666512405,73,78525
1666512408,73,78481
1666512427,88,78454
1666512457,84,78437
1666512467,84,78401
1666512474,84,78361
1666512474,84,78315
1666512488,100,78282
1666512490,100,78238
1666512517,96,78218
1666512519,96,78174
1666512549,73,78157
1666512568,73,78130
1666512580,84,78095
1666512584,84,78053
1666512612,69,78034
1666512614,69,77990
1666512635,69,77964
1666512636,69,77919
1666512644,69,77881
1666512645,76,77835
1666512648,76,77792
1666512655,76,77752
1666512659,76,77710
1666512695,100,77699
1666512696,100,77654
1666512778,61,77689
1666512782,61,77647
1666512784,61,77602
1666512790,61,77562
1666512814,61,77539
1666512869,88,77548
1666512870,88,77502
1666512894,88,77480
1666512896,88,77435
1666512911,88,77404
1666512913,88,77359
1666512984,88,77384
1666513094,100,77447
1666513155,100,77462
1666513264,65,77524
1666513265,65,77479
1666513295,96,77462
1666513297,96,77418
1666513325,96,77399
1666513353,76,77381
1666513354,76,77335
1666513365,76,77300
1666513366,76,77254
1666513369,76,77211
1666513373,76,77168
1666513376,76,77125
1666513378,76,77080
1666513404,96,77060
1666513411,96,77020
1666513413,96,76976
1666513414,96,76930
1666513418,92,76888
1666513425,92,76849
1666513429,92,76806
1666513453,80,76784
1666513455,80,76739
1666513459,80,76697
1666513462,80,76653
1666513467,80,76612
1666513484,96,76582
1666513488,96,76540
1666513495,96,76500
1666513495,96,76454
1666513496,96,76408
1666513499,96,76365
1666513501,96,76320
1666513504,96,76277
1666513505,96,76231
1666513507,96,76187
1666513509,76,76142
1666513511,76,76098
1666513513,76,76053
1666513515,76,76009
1666513517,76,75964
1666513525,76,75926
1666513526,76,75880
1666513528,76,75836
1666513548,96,75809
1666513549,96,75764
1666513550,96,75718
1666513557,96,75679
1666513562,96,75637
1666513608,76,75637
1666513609,76,75591
1666513625,76,75561
1666513626,76,75515
1666513648,96,75491
1666513649,96,75445
1666513650,96,75400
1666513653,96,75356
1666513662,96,75319
1666513663,80,75274
1666513665,80,75229
1666513669,80,75187
1666513673,80,75144
1666513729,73,75154
1666513731,73,75109
1666513761,100,75093
1666513791,100,75076
1666513804,100,75043
1666513836,100,75028
1666513842,100,74988
1666513843,100,74942
1666513867,92,74920
1666513869,92,74875
1666513898,88,74858
1666513899,88,74812
1666513901,88,74768
1666513910,88,74730
1666513913,92,74687
1666513916,92,74643
1666513921,92,74602
1666513923,92,74557
1666513926,92,74514
1666513934,92,74475
1666513945,76,74440
1666513946,76,74394
1666513954,76,74356
1666513957,76,74312
1666513988,100,74297
1666514006,100,74268
1666514009,100,74225
1666514011,100,74180
1666514019,100,74142
1666514026,100,74102
1666514045,100,74075
1666514046,100,74029
1666514059,100,73996
1666514062,100,73952
1666514082,73,73926
1666514092,73,73890
1666514096,73,73847
1666514098,73,73803
1666514102,73,73760
1666514102,73,73714
1666514105,73,73670
1666514107,73,73626
1666514120,73,73592
1666514123,73,73549
1666514126,73,73505
1666514133,80,73466
1666514135,80,73421
1666514143,80,73383
1666514146,80,73339
1666514166,84,73313
1666514173,84,73273
1666514174,84,73228
1666514177,84,73184
1666514179,84,73140
1666514180,84,73094
1666514182,84,73050
1666514184,84,73005
1666514186,84,72961
1666514188,84,72916
1666514192,92,72874
1666514193,92,72828
1666514204,92,72793
1666514207,92,72749
1666514208,92,72704
1666514210,92,72659
1666514212,92,72615
1666514215,92,72571
1666514218,92,72528
1666514219,92,72482
1666514234,88,72451
1666514238,88,72408
1666514240,88,72364
1666514241,88,72318
1666514243,88,72274
1666514245,88,72230
1666514247,88,72185
1666514249,88,72141
1666514253,88,72098
1666514254,88,72053
1666514264,88,72016
1666514294,88,72000
1666514324,88,71983
1666514347,88,71960
1666514354,88,71920
1666514384,88,71904
1666514414,88,71887
1666514444,84,71871
1666514457,84,71837
1666514458,84,71792
1666514460,84,71747
1666514463,84,71704
1666514466,84,71660
1666514474,84,71622
1666514477,84,71578
1666514478,84,71533
1666514483,84,71491
1666514485,84,71447
1666514486,84,71401
1666514494,84,71363
1666514497,84,71319
1666514498,84,71274
1666514504,84,71233
1666514507,84,71190
1666514511,84,71147
1666514516,84,71106
1666514534,84,71077
1666514564,84,71061
1666514567,84,71017
1666514568,84,70972
1666514570,84,70927
1666514574,84,70885
1666514576,84,70840
1666514580,84,70798
1666514588,84,70760
1666514589,84,70714
1666514591,84,70670
1666514594,84,70626
1666514598,84,70584
1666514601,84,70540
1666514603,84,70496
1666514604,84,70450
1666514618,84,70418
1666514620,84,70373
1666514624,84,70331
1666514631,84,70291
1666514632,84,70246
1666514654,84,70221
1666514664,84,70185
1666514667,84,70141
1666514684,84,70112
1666514687,84,70068
1666514715,84,70050
1666514723,76,70011
1666514728,76,69970
1666514730,76,69925
1666514734,76,69883
1666514742,76,69844
1666514762,88,69818
1666514764,88,69773
1666514793,73,69756
1666514795,73,69711
1666514815,96,69685
1666514824,96,69647
1666514825,96,69602
